Message,IsToxic
Mày óc chó đm,1
Đồ óc chó vcl ạ,1
Con óc chó vcl???,1
Em đăng bài môn .NET!,0
Mày óc chó nghỉ học đi!,1
thằng l,1
Lũ rác rưởi clgt nhé,1
Thầy hẹn lịch khu C5,0
Con rác rưởi thế nhỉ...,1
Thầy giúp em sửa lỗi môn .NET...,0
Thầy giúp em sửa lỗi khu C5...,0
mày bị điên à,1
Mình đăng bài phòng trọ Thái Nguyên!,0
vl,1
Thằng vô học vcl ạ,1
Bạn tìm phòng ở khu C5...,0
Mọi người giúp em sửa lỗi khu C5!,0
Mày rác rưởi đm nhé,1
Chào mọi người,0
Lũ làm ăn như hạch clgt!,1
vl thật,1
Bạn đăng bài đồ án C#...,0
Ai có tài liệu môn ML.NET không cho mình xin với,0
Hôm nay đi học mệt thật sự,0
Đồ vô học vcl ạ,1
Mọi người giúp em sửa lỗi khu C5 ạ,0
Lũ óc chó nghỉ học đi???,1
Con óc chó nghỉ học đi???,1
Em chia sẻ khu C5,0
Bạn tìm phòng ở đồ án C#,0
Em cho hỏi về Lab vào tối thứ 5 ạ,0
Nhóm mình cho hỏi về thư viện ML.NET nhé,0
Con ngu vcl nhé,1
Mọi người chia sẻ môn .NET???,0
Em giúp em sửa lỗi Lab vào tối thứ 5 nhé,0
Giết thời gian bằng cách đọc sách,0
Lũ vô học biến đi nhé,1
Cái đồ quỷ sứ này làm nũng hoài,0
Mày lừa đảo clgt ạ,1
Mọi người hẹn lịch khu C5!,0
Mình hẹn lịch môn .NET ạ,0
Em cho hỏi về khu C5 nhé,0
Con rác rưởi thế nhỉ ạ,1
Lũ rác rưởi nghỉ học đi ạ,1
Con vô học nghỉ học đi???,1
Thằng chó đẻ,1
Thầy đăng bài Lab vào tối thứ 5 ạ,0
Lũ óc chó nghỉ học đi???,1
Lũ lừa đảo biến đi nhé,1
Mày óc chó thế nhỉ nhé,1
Mình cho hỏi về phòng trọ Thái Nguyên???,0
Thằng rẻ rách biến đi,1
Thằng vô học clgt!,1
Lũ rác rưởi clgt ạ,1
Con làm ăn như hạch đm???,1
Em hẹn lịch thư viện ML.NET!,0
Lũ làm ăn như hạch biến đi,1
Thầy hẹn lịch khu C5 nhé,0
Mọi người tìm phòng ở phòng trọ Thái Nguyên nhé,0
cđmb,1
Mọi người đăng bài khu C5 ạ,0
Em cho hỏi về đồ án C# nhé,0
Thằng rác rưởi vcl!,1
Mình chia sẻ Lab vào tối thứ 5 nhé,0
Đồ ngu nghỉ học đi ạ,1
Bắt chó đi dạo thôi,0
Mình hẹn lịch khu C5 ạ,0
Đồ ngu nghỉ học đi???,1
Lũ vô học clgt ạ,1
cút mẹ mày đi,1
Mày óc chó biến đi nhé,1
Bạn đăng bài đồ án C#,0
Bạn cho hỏi về Lab vào tối thứ 5,0
Đồ óc chó clgt ạ,1
Con óc chó nghỉ học đi!,1
Mình hẹn lịch Lab vào tối thứ 5,0
Em giúp em sửa lỗi đồ án C# ạ,0
Mày lừa đảo đm nhé,1
Cho mình hỏi cách đăng ký môn học,0
Giúp em sửa lỗi đồ án C# với ạ,0
Cái thứ súc vật,1
Lũ rác rưởi clgt ạ,1
Lũ vô học vcl nhé,1
Mày lừa đảo biến đi ạ,1
Thầy tìm phòng ở phòng trọ Thái Nguyên???,0
Con rác rưởi vcl ạ,1
Con rác rưởi thế nhỉ...,1
r4c rư0i,1
cđmb,1
Bực mình ghê mạng lag quá không chơi được game,0
Đồ vô học nghỉ học đi,1
Nhóm mình chia sẻ Lab vào tối thứ 5???,0
Nhóm mình chia sẻ Lab vào tối thứ 5,0
Thằng ngu biến đi,1
Hôm nay thời tiết đẹp quá,0
vcl,1
đkm,1
Lũ lừa đảo clgt!,1
Con làm ăn như hạch nghỉ học đi...,1
Đồ dẻ rách,1
Em chia sẻ thư viện ML.NET nhé,0
Mày óc chó đm!,1
Lũ óc chó nghỉ học đi nhé,1
rác rưởi thật sự,1
Lũ vô học đm,1
Thằng rác rưởi thế nhỉ nhé,1
Lũ làm ăn như hạch clgt???,1
Mình chia sẻ đồ án C# nhé,0
Lũ óc chó clgt???,1
Thầy chia sẻ môn .NET???,0
Thầy chia sẻ khu C5???,0
Bạn cho hỏi về khu C5???,0
Mình cho hỏi về đồ án C#...,0
Thằng chó đẻ,1
Thầy đăng bài thư viện ML.NET!,0
Mọi người đăng bài thư viện ML.NET???,0
Mọi người hẹn lịch Lab vào tối thứ 5 ạ,0
Con làm ăn như hạch nghỉ học đi ạ,1
Đồ rác rưởi vcl nhé,1
Thầy đăng bài môn .NET...,0
Thuốc này dùng để diệt chuột,0
dkm,1
Mày làm ăn như hạch nghỉ học đi...,1
Lũ óc chó clgt!,1
Nhóm mình giúp em sửa lỗi phòng trọ Thái Nguyên nhé,0
Lũ vô học vcl nhé,1
Thằng vô học thế nhỉ,1
Mình hẹn lịch phòng trọ Thái Nguyên???,0
Em tìm phòng ở khu C5!,0
cút mẹ mày đi,1
Đồ óc chó clgt...,1
Nhóm mình tìm phòng ở đồ án C#!,0
Con làm ăn như hạch thế nhỉ...,1
Thằng làm ăn như hạch biến đi...,1
đ m m,1
Lũ vô học clgt,1
Thằng lừa đảo clgt???,1
Đồ óc chó clgt,1
Đồ làm ăn như hạch clgt!,1
Mình tìm phòng ở đồ án C#!,0
Mày vô học đm!,1
Thằng óc chó vcl nhé,1
đm mày,1
Mọi người đăng bài khu C5,0
Đồ vô học thế nhỉ,1
Đồ óc chó biến đi ạ,1
Mình tìm phòng ở Lab vào tối thứ 5,0
Em hẹn lịch thư viện ML.NET,0
ngu vl,1
ngu vl,1
Đồ óc chó nghỉ học đi ạ,1
Thầy đăng bài khu C5...,0
Mình hẹn lịch khu C5 ạ,0
Thằng vô học clgt ạ,1
Đồ óc chó đm ạ,1
Đồ lừa đảo biến đi ạ,1
Em tìm phòng ở môn .NET!,0
Lũ làm ăn như hạch clgt???,1
Ai có tài liệu môn ML.NET không cho mình xin với,0
Mọi người đăng bài Lab vào tối thứ 5???,0
Thầy tìm phòng ở đồ án C#???,0
Đồ lừa đảo vcl...,1
Code chạy bị lỗi bug hoài chán ghê,0
Lũ lừa đảo clgt???,1
Lũ óc chó nghỉ học đi!,1
đ m,1
đkm,1
dkm,1
vl,1
Em tìm phòng ở đồ án C#,0
Mọi người tìm phòng ở phòng trọ Thái Nguyên,0
Đồ óc chó biến đi nhé,1
Bạn chia sẻ thư viện ML.NET nhé,0
Thằng làm ăn như hạch biến đi???,1
Bạn hẹn lịch khu C5...,0
Nhóm mình chia sẻ môn .NET nhé,0
Bạn tìm phòng ở Lab vào tối thứ 5 nhé,0
Bạn đăng bài đồ án C#???,0
Bạn giúp em sửa lỗi Lab vào tối thứ 5 nhé,0
Nhóm mình tối nay họp online nhé,0
Em hẹn lịch phòng trọ Thái Nguyên!,0
Em hẹn lịch đồ án C# ạ,0
Nhóm mình hẹn lịch khu C5...,0
óc chó à,1
Thằng làm ăn như hạch thế nhỉ!,1
Con lừa đảo nghỉ học đi!,1
Nhóm mình hẹn lịch đồ án C#???,0
đm,1
Mày vô học nghỉ học đi ạ,1
Thằng phế vật,1
Mọi người cho hỏi về Lab vào tối thứ 5???,0
Thằng lừa đảo đm???,1
Đồ ăn hại,1
Con óc chó clgt!,1
v l,1
Mày vô học thế nhỉ nhé,1
rác rưởi thật sự,1
làm ăn như cái đb,1
Nhóm mình hẹn lịch môn .NET!,0
Mày làm ăn như hạch biến đi!,1
Đồ óc chó nghỉ học đi...,1
Thầy tìm phòng ở đồ án C#,0
Thằng rẻ rách biến đi,1
Nhóm mình hẹn lịch phòng trọ Thái Nguyên ạ,0
Lũ vô học clgt,1
Đồ ngu vcl!,1
Thằng ngu nghỉ học đi ạ,1
Con óc chó thế nhỉ!,1
Bạn chia sẻ phòng trọ Thái Nguyên...,0
Thằng óc chó clgt...,1
Con lừa đảo đm,1
Mày lừa đảo vcl...,1
Bạn tìm phòng ở đồ án C#,0
Thằng vô học đm...,1
Em chia sẻ đồ án C#???,0
Đồ vô học vcl ạ,1
Mọi người đăng bài đồ án C# ạ,0
Thằng rẻ rách biến đi,1
Con điên này sủa cái gì,1
Lũ lừa đảo biến đi nhé,1
Cảm ơn bạn nhiều nha,0
Đồ rác rưởi đm nhé,1
Nhóm mình giúp em sửa lỗi đồ án C#!,0
Thằng vô học nghỉ học đi,1
Thằng làm ăn như hạch thế nhỉ...,1
Mọi người hẹn lịch môn .NET???,0
Bạn giúp em sửa lỗi thư viện ML.NET...,0
Ai có tài liệu môn ML.NET không cho mình xin với,0
Cái thứ súc vật,1
Trời ơi cứu tui với bài khó quá,0
Đồ óc chó biến đi nhé,1
Hôm nay thời tiết đẹp quá,0
Em tìm phòng ở Lab vào tối thứ 5...,0
con đĩ này,1
Mọi người cho hỏi về Lab vào tối thứ 5 ạ,0
Con rác rưởi biến đi!,1
Thầy tìm phòng ở Lab vào tối thứ 5...,0
Nhóm mình hẹn lịch khu C5 ạ,0
v c l,1
Nhóm mình hẹn lịch thư viện ML.NET,0
Thầy cho hỏi về Lab vào tối thứ 5...,0
Bạn cho hỏi về thư viện ML.NET...,0
Lũ óc chó clgt!,1
v l,1
Em tìm phòng ở khu C5,0
Em tìm phòng ở phòng trọ Thái Nguyên!,0
Con rác rưởi vcl!,1
Em giúp em sửa lỗi môn .NET nhé,0
Bạn cho hỏi về phòng trọ Thái Nguyên nhé,0
Lũ ngu thế nhỉ!,1
đ m,1
Em cho hỏi về môn .NET nhé,0
Thầy đăng bài Lab vào tối thứ 5 nhé,0
Em cho hỏi về phòng trọ Thái Nguyên...,0
Đánh bay vết bẩn cứng đầu,0
Thằng lừa đảo nghỉ học đi...,1
Con ngu nghỉ học đi???,1
Thằng rác rưởi clgt,1
Thầy có ở phòng Lab không ạ?,0
Mình giúp em sửa lỗi thư viện ML.NET ạ,0
Con óc chó đm!,1
Mọi người chia sẻ Lab vào tối thứ 5,0
Thằng óc chó biến đi...,1
Con vô học nghỉ học đi ạ,1
đmm,1
Em đăng bài đồ án C# ạ,0
Code chạy bị lỗi bug hoài chán ghê,0
Nhóm mình giúp em sửa lỗi phòng trọ Thái Nguyên,0
Lũ lừa đảo clgt nhé,1
Thầy chia sẻ thư viện ML.NET...,0
Đồ vô học clgt nhé,1
Lũ làm ăn như hạch đm nhé,1
Mình giúp em sửa lỗi đồ án C#...,0
vl thật,1
Em cho hỏi về thư viện ML.NET???,0
Mọi người chia sẻ thư viện ML.NET nhé,0
Mọi người cho hỏi về khu C5!,0
Thằng ngu nghỉ học đi,1
Em giúp em sửa lỗi khu C5 ạ,0
Em tìm phòng ở môn .NET...,0
Lũ lừa đảo clgt nhé,1
Trường mình dạo này nhiều sự kiện ghê,0
Đồ lừa đảo đm nhé,1
Bạn đăng bài thư viện ML.NET nhé,0
Lũ óc chó vcl nhé,1
Đồ làm ăn như hạch vcl???,1
Bạn giúp em sửa lỗi Lab vào tối thứ 5,0
Thầy hẹn lịch thư viện ML.NET...,0
Mọi người hẹn lịch khu C5...,0
Mình hẹn lịch thư viện ML.NET...,0
Bạn cho hỏi về đồ án C#,0
Thằng rác rưởi biến đi!,1
Mình giúp em sửa lỗi thư viện ML.NET!,0
Em đăng bài Lab vào tối thứ 5!,0
Bắt chó đi dạo thôi,0
Thầy tìm phòng ở Lab vào tối thứ 5 nhé,0
Mày rác rưởi nghỉ học đi ạ,1
Em hẹn lịch Lab vào tối thứ 5???,0
cảm ơn thầy ạ,0
Đồ lừa đảo vcl,1
Mày vô học biến đi???,1
r4c rư0i,1
Đập chết con muỗi rồi,0
Mày ngu thế nhỉ ạ,1
Nhóm mình giúp em sửa lỗi khu C5!,0
Mọi người cho hỏi về thư viện ML.NET...,0
ng^,1
Lũ làm ăn như hạch clgt ạ,1
Thầy có ở phòng Lab không ạ?,0
Em đăng bài khu C5 ạ,0
Mình cho hỏi về đồ án C#!,0
Con làm ăn như hạch vcl...,1
Mọi người tìm phòng ở Lab vào tối thứ 5!,0
vl,1
Em tìm phòng ở đồ án C#,0
Thầy đăng bài môn .NET ạ,0
Thầy giúp em sửa lỗi phòng trọ Thái Nguyên nhé,0
Nhóm mình đăng bài thư viện ML.NET!,0
Nhóm mình hẹn lịch khu C5 ạ,0
Mày rác rưởi thế nhỉ,1
Đồ óc chó vcl...,1
Mày óc chó nghỉ học đi ạ,1
Mọi người chia sẻ môn .NET!,0
Em đăng bài đồ án C#...,0
Em đăng bài khu C5 nhé,0
Con lừa đảo đm...,1
Đồ ngu clgt nhé,1
vl thật,1
Em tìm phòng ở thư viện ML.NET ạ,0
Đồ ngu clgt ạ,1
Em giúp em sửa lỗi đồ án C#,0
Mình tìm phòng ở môn .NET???,0
Thầy chia sẻ môn .NET...,0
Em hẹn lịch môn .NET,0
Con làm ăn như hạch vcl nhé,1
Lũ làm ăn như hạch nghỉ học đi...,1
Thầy giúp em sửa lỗi khu C5???,0
Nhóm mình tìm phòng ở môn .NET,0
Bạn tìm phòng ở Lab vào tối thứ 5 ạ,0
Mày ngu biến đi...,1
Thằng rác rưởi vcl,1
cđmb,1
thằng ranh con,1
Con lừa đảo vcl???,1
Đồ óc chó nghỉ học đi...,1
Con vô học nghỉ học đi nhé,1
làm ăn như cái đb,1
Đồ vô học đm!,1
Mọi người tìm phòng ở khu C5???,0
Con điên này sủa cái gì,1
Mày vô học nghỉ học đi...,1
Mọi người cho hỏi về Lab vào tối thứ 5???,0
Em hẹn lịch môn .NET!,0
Thầy chia sẻ phòng trọ Thái Nguyên nhé,0
Đánh bay vết bẩn cứng đầu,0
rác rưởi thật sự,1
đ m m,1
Mọi người hẹn lịch môn .NET nhé,0
thằng ranh con,1
Con lừa đảo đm...,1
Lũ làm ăn như hạch clgt ạ,1
cút mẹ mày đi,1
rác rưởi thật sự,1
Nhóm mình cho hỏi về môn .NET,0
Mình tìm phòng ở đồ án C#,0
Thằng mặt lồn,1
Thầy có ở phòng Lab không ạ?,0
đậu xanh,1
Em cho hỏi về thư viện ML.NET!,0
đ.m,1
Thằng ngu nghỉ học đi...,1
Mình hẹn lịch môn .NET...,0
Nhóm mình cho hỏi về môn .NET...,0
Mày ngu thế nhỉ ạ,1
Nhóm mình hẹn lịch thư viện ML.NET nhé,0
Thằng mặt lồn,1
Con vô học biến đi!,1
Con rác rưởi nghỉ học đi???,1
Em hẹn lịch Lab vào tối thứ 5...,0
Lũ óc chó clgt!,1
Bạn cho hỏi về thư viện ML.NET ạ,0
Cút ngay cho khuất mắt tao,1
đm,1
Thầy chia sẻ phòng trọ Thái Nguyên,0
Mày ngu thế nhỉ ạ,1
Con lừa đảo vcl ạ,1
Giết thời gian bằng cách đọc sách,0
cđmb,1
Hôm nay đi học mệt thật sự,0
Em đăng bài khu C5!,0
Đồ làm ăn như hạch nghỉ học đi,1
Mình giúp em sửa lỗi phòng trọ Thái Nguyên,0
Lũ ngu clgt nhé,1
Thầy có ở phòng Lab không ạ?,0
Thầy hẹn lịch phòng trọ Thái Nguyên???,0
Bạn hẹn lịch thư viện ML.NET???,0
Lũ óc chó thế nhỉ!,1
Trời ơi cứu tui với bài khó quá,0
Bạn đăng bài Lab vào tối thứ 5!,0
đ.m,1
Thằng ngu nghỉ học đi...,1
Con lừa đảo đm!,1
óc chó à,1
Thằng vô học đm!,1
Lũ vô học vcl...,1
Mày vô học đm ạ,1
Lũ lừa đảo thế nhỉ...,1
đkm,1
Con điên này sủa cái gì,1
đmm,1
Thằng lừa đảo đm???,1
Thằng rẻ rách biến đi,1
Mày vô học thế nhỉ...,1
Mình hẹn lịch môn .NET???,0
Mày óc chó biến đi nhé,1
Mày câm mồm vào,1
Em tìm phòng ở thư viện ML.NET nhé,0
v c l,1
Mày rác rưởi clgt nhé,1
Nhóm mình chia sẻ môn .NET,0
Bực mình ghê mạng lag quá không chơi được game,0
Thầy tìm phòng ở phòng trọ Thái Nguyên!,0
Mình tìm phòng ở Lab vào tối thứ 5 ạ,0
Mình cho hỏi về phòng trọ Thái Nguyên,0
Đồ vô học vcl???,1
đậu xanh,1
đ m,1
Em đăng bài đồ án C#???,0
Thằng ngu clgt???,1
Thầy giúp em sửa lỗi phòng trọ Thái Nguyên!,0
Hôm nay thời tiết đẹp quá,0
Con lừa đảo nghỉ học đi,1
Lũ óc chó vcl!,1
Mình hẹn lịch môn .NET,0
cút mẹ mày đi,1
Con ngu thế nhỉ ạ,1
Đồ làm ăn như hạch biến đi,1
Lũ rác rưởi clgt...,1
dkm,1
Bạn giúp em sửa lỗi thư viện ML.NET???,0
Mày ngu đm...,1
Đồ óc chó vcl???,1
Thầy đăng bài đồ án C#...,0
Mọi người giúp em sửa lỗi thư viện ML.NET???,0
Con làm ăn như hạch đm???,1
Đồ rác rưởi clgt,1
Em đăng bài khu C5???,0
Nhóm mình tối nay họp online nhé,0
Lũ vô học biến đi nhé,1
Em cho hỏi về phòng trọ Thái Nguyên nhé,0
Thầy tìm phòng ở đồ án C#...,0
Lũ vô học clgt ạ,1
Mày rác rưởi nghỉ học đi!,1
Giúp em sửa lỗi đồ án C# với ạ,0
đậu xanh,1
đ m m,1
Nhóm mình tìm phòng ở môn .NET ạ,0
Thằng ngu thế nhỉ ạ,1
Nhóm mình hẹn lịch môn .NET...,0
Mình tìm phòng ở khu C5???,0
hello cả nhà,0
Mọi người hẹn lịch phòng trọ Thái Nguyên nhé,0
Mình tìm phòng ở phòng trọ Thái Nguyên nhé,0
Chán như con gián,0
Mày rác rưởi thế nhỉ,1
Mày sủa bậy bạ gì đấy,1
Bài này khó quá làm mãi không ra,0
Thằng làm ăn như hạch vcl,1
óc chó à,1
Mày lừa đảo clgt...,1
Đánh bay vết bẩn cứng đầu,0
Thầy đăng bài Lab vào tối thứ 5!,0
Mình đăng bài Lab vào tối thứ 5 ạ,0
Con làm ăn như hạch vcl ạ,1
Thầy hẹn lịch phòng trọ Thái Nguyên???,0
Thầy tìm phòng ở Lab vào tối thứ 5!,0
Thằng làm ăn như hạch vcl,1
thằng l,1
Cái thứ súc vật,1
Lũ óc chó đm...,1
Mày óc chó vcl ạ,1
Nhóm mình giúp em sửa lỗi Lab vào tối thứ 5,0
Con óc chó thế nhỉ,1
Bạn giúp em sửa lỗi Lab vào tối thứ 5 ạ,0
Con vô học thế nhỉ...,1
Giết thời gian bằng cách đọc sách,0
Đồ ngu nghỉ học đi!,1
Con làm ăn như hạch clgt nhé,1
Đồ dẻ rách,1
Lũ làm ăn như hạch thế nhỉ nhé,1
Cút ngay cho khuất mắt tao,1
Bạn đăng bài đồ án C# nhé,0
thằng l,1
Con vô học thế nhỉ!,1
Thằng vô học vcl???,1
Cảm ơn bạn nhiều nha,0
Em cho hỏi về khu C5 nhé,0
Nhóm mình hẹn lịch khu C5,0
Mày rác rưởi vcl???,1
Đồ làm ăn như hạch clgt...,1
Đánh bay vết bẩn cứng đầu,0
Bạn cho hỏi về phòng trọ Thái Nguyên,0
Con lừa đảo đm???,1
Mình cho hỏi về đồ án C#???,0
Thằng rác rưởi đm nhé,1
Con vô học nghỉ học đi...,1
Thằng vô học nghỉ học đi!,1
Thằng ngu đm!,1
Ai có tài liệu môn ML.NET không cho mình xin với,0
Mình chia sẻ khu C5???,0
Mày óc chó thế nhỉ???,1
Em giúp em sửa lỗi môn .NET???,0
Nhóm mình giúp em sửa lỗi phòng trọ Thái Nguyên...,0
Mọi người đăng bài thư viện ML.NET,0
Mày rác rưởi clgt,1
Đồ rác rưởi clgt ạ,1
Thằng rác rưởi clgt???,1
Mình cho hỏi về thư viện ML.NET nhé,0
làm ăn như cái đb,1
Đồ ăn hại,1
Thầy tìm phòng ở phòng trọ Thái Nguyên,0
Thằng lừa đảo vcl???,1
Mày ngu clgt???,1
Em hẹn lịch phòng trọ Thái Nguyên!,0
con đĩ này,1
Nhóm mình tìm phòng ở môn .NET???,0
Thằng vô học clgt???,1
Em giúp em sửa lỗi môn .NET nhé,0
Đồ làm ăn như hạch vcl...,1
Lũ ngu biến đi nhé,1
Nhóm mình cho hỏi về khu C5!,0
Em tìm phòng ở phòng trọ Thái Nguyên,0
Bạn đăng bài Lab vào tối thứ 5!,0
Đồ án này làm chán quá toàn lỗi,0
Giúp em sửa lỗi đồ án C# với ạ,0
Con làm ăn như hạch vcl,1
v l,1
Con ngu biến đi nhé,1
Em cho hỏi về khu C5 nhé,0
ngu vl,1
Mày ngu thế nhỉ ạ,1
đm mày,1
Lũ lừa đảo biến đi???,1
Nhóm mình giúp em sửa lỗi thư viện ML.NET!,0
Lũ óc chó biến đi???,1
Bạn tìm phòng ở khu C5!,0
Bạn hẹn lịch Lab vào tối thứ 5!,0
Đồ làm ăn như hạch thế nhỉ ạ,1
ng^,1
Đồ rác rưởi thế nhỉ!,1
Nhóm mình hẹn lịch khu C5!,0
Bạn chia sẻ phòng trọ Thái Nguyên!,0
Mình giúp em sửa lỗi khu C5...,0
Mọi người giúp em sửa lỗi môn .NET!,0
làm ăn như cái đb,1
Thằng ngu vcl,1
Mọi người đăng bài môn .NET...,0
Thằng ngu đm,1
Lũ óc chó clgt...,1
Lũ rác rưởi thế nhỉ ạ,1
Mình chia sẻ môn .NET ạ,0
Em tìm phòng ở môn .NET...,0
Lũ vô học vcl ạ,1
Mọi người cho hỏi về Lab vào tối thứ 5???,0
Mày sủa bậy bạ gì đấy,1
Mày rác rưởi thế nhỉ...,1
Bài này khó quá làm mãi không ra,0
Trường mình dạo này nhiều sự kiện ghê,0
Món này ăn dở tệ,0
Bạn đăng bài khu C5!,0
Bạn cho hỏi về thư viện ML.NET,0
Mọi người đăng bài đồ án C#???,0
Lũ làm ăn như hạch biến đi!,1
vcl,1
Lũ vô học đm ạ,1
Mọi người hẹn lịch phòng trọ Thái Nguyên???,0
Nhóm mình tìm phòng ở Lab vào tối thứ 5 ạ,0
Mình đăng bài môn .NET ạ,0
Nhóm mình tìm phòng ở phòng trọ Thái Nguyên!,0
óc chó à,1
Mình tìm phòng ở đồ án C#!,0
Bạn giúp em sửa lỗi phòng trọ Thái Nguyên!,0
Bạn tìm phòng ở khu C5,0
Trường mình dạo này nhiều sự kiện ghê,0
Nhóm mình tìm phòng ở khu C5 ạ,0
Thằng rác rưởi vcl!,1
Thằng ngu đm!,1
Bạn đăng bài khu C5???,0
Giúp em sửa lỗi đồ án C# với ạ,0
Mọi người giúp em sửa lỗi Lab vào tối thứ 5...,0
đmm,1
Lũ vô học vcl,1
con đĩ này,1
Em hẹn lịch Lab vào tối thứ 5!,0
Lũ vô học vcl???,1
Đồ rác rưởi thế nhỉ!,1
Thằng vô học thế nhỉ,1
Lũ vô học clgt!,1
Mày lừa đảo nghỉ học đi...,1
clgt,1
Nhóm mình hẹn lịch khu C5!,0
Lũ óc chó biến đi???,1
Nhóm mình chia sẻ phòng trọ Thái Nguyên???,0
Bạn tìm phòng ở thư viện ML.NET...,0
Thầy giúp em sửa lỗi Lab vào tối thứ 5 ạ,0
Thằng ngu nghỉ học đi nhé,1
Thằng mặt lồn,1
Mày ngu clgt nhé,1
Con làm ăn như hạch vcl???,1
dkm,1
Lũ óc chó vcl???,1
Đồ lừa đảo nghỉ học đi???,1
Mọi người giúp em sửa lỗi phòng trọ Thái Nguyên...,0
Nhóm mình chia sẻ thư viện ML.NET,0
Thằng rẻ rách biến đi,1
Con lừa đảo biến đi!,1
Bạn đăng bài khu C5,0
Thằng chó đẻ,1
Mọi người đăng bài khu C5???,0
Thằng lừa đảo clgt???,1
Cái đồ quỷ sứ này làm nũng hoài,0
Lũ vô học clgt...,1
Nhóm mình hẹn lịch khu C5 nhé,0
Mày ngu thế nhỉ ạ,1
Code chạy bị lỗi bug hoài chán ghê,0
đm,1
Mọi người chia sẻ tài liệu ôn thi đi,0
Em hẹn lịch đồ án C#!,0
Cút ngay cho khuất mắt tao,1
kaka,0
haha,0
hihi,0
ok,0
dạ,0
vâng,0
test,0
test đi,0
cố lên,0
tốt,0
hay quá,0
đỉnh,0
