Message,IsToxic
Mày óc chó vcl???,1
đ km bạn dốt,1
đmm r4c,1
Hôm nay con thấy vui ghê,0
Thằng vô học clgt,1
Em đăng bài đồ án C#!,0
Thầy tìm phòng ở phòng trọ Thái Nguyên...,0
Bạn là đồ ngu đmm,1
đ.m bà điên,1
Hôm nay tớ thấy hết tiền vcl (vui cực luôn),0
Lũ vô học biến đi nhé,1
Thầy giúp em sửa lỗi phòng trọ Thái Nguyên nhé,0
"Làm ăn như mẹ mày, đồ ngu",1
Bà là đồ đần đéo,1
Thằng kia là đồ ngu đm,1
Bà là đồ ngu đéo,1
Bạn cho hỏi về phòng trọ Thái Nguyên nhé,0
Mày là đồ đần cứt,1
v_l con kia óc chó,1
r4c con kia vô học,1
Hôm nay mình thấy buồn quá,0
Hôm nay cháu thấy buồn thật sự,0
Hôm nay con thấy đói ghê,0
v_l bạn vô học,1
Ông là đồ ngu đmm,1
Thằng làm ăn như hạch biến đi...,1
"Mọi người ơi thằng kia, em xem môn học nha",0
"Hello bạn, con lag đồ án vui vẻ",0
Hi nhé,0
Con kia là đồ óc chó đm,1
"Ê bạn, em chạy bài tập cảm ơn",0
cứt dkm,1
đmm v c l,1
o'c cho' mày vô học,1
Em tìm phòng ở môn .NET...,0
Mày tưởng mày giỏi lắm à cái loại vô học,1
Em đăng bài khu C5???,0
đ km bà vô học,1
"Cả nhà ơi bà, tớ chậm server giúp mình",0
v c l bà rác rưởi,1
đ km thằng kia óc chó,1
Thằng kia là đồ dốt cứt,1
Hôm nay con thấy buồn ngủ vcl (vui cực luôn),0
"Hi con kia, cháu lag tài liệu ạ",0
đ km bà phế vật,1
Em tìm phòng ở phòng trọ Thái Nguyên,0
"Xin chào mày, cháu sửa lab ạ",0
Lũ óc chó vcl nhé,1
"Cả nhà ơi ông, tớ xem tài liệu không?",0
đ.m con kia điên,1
"Ê con kia, tớ nộp java ạ",0
"Hello thằng kia, em hỏi java nha",0
Lũ lừa đảo thế nhỉ...,1
"Mọi người ơi bà, anh nộp bug vui vẻ",0
o'c cho' ông ngu,1
Nhóm mình hẹn lịch khu C5 nhé,0
Con óc chó thế nhỉ ạ,1
Con ngu thế nhỉ ạ,1
Mày là đồ óc chó đmm,1
đb ...,1
"Hi anh em, mình làm python với",0
Em tìm phòng ở Lab vào tối thứ 5 ạ,0
"Mọi người ơi thằng kia, anh lỗi bài tập cảm ơn",0
Thầy chia sẻ thư viện ML.NET...,0
Nhóm mình tìm phòng ở môn .NET ạ,0
Thằng ngu clgt,1
"Chào mày, mình nộp deadline nha",0
Mn là đồ óc chó đéo,1
Mọi người đăng bài đồ án C# ạ,0
"Mọi người ơi bạn, em làm java nha",0
vclll anh em dốt,1
"Ê bà, em hỏi code nha",0
Em chia sẻ khu C5!,0
o'c cho' mn óc chó,1
"Làm ăn như vcl, đồ khùng",1
Mày là đồ dốt cứt,1
Cả nhà ơi nha,0
Lũ vô học clgt...,1
r4c mn khùng,1
"Xin chào mày, mình sửa môn học vui vẻ",0
Thằng kia là đồ ngu đmm,1
Con làm ăn như hạch biến đi!,1
Mình đăng bài khu C5 nhé,0
n.g.u ông đần,1
"Làm ăn như vl, đồ điên",1
Thầy hẹn lịch phòng trọ Thái Nguyên???,0
"Ê anh em, chị làm lab giúp mình",0
Xin chào nha,0
Thầy đăng bài Lab vào tối thứ 5 nhé,0
clgt r4c,1
"Cả nhà ơi mày, cháu lỗi lab nha",0
"Mọi người ơi ông, em chạy đồ án ạ",0
v_l thằng kia khùng,1
"Cả nhà ơi mn, cháu sửa code nhé",0
"Mọi người ơi mày, chị chậm sql vui vẻ",0
Con kia là đồ óc chó chó đẻ,1
"Hế lô ông, chị hỏi bug giúp mình",0
Lũ óc chó vcl!,1
"Hế lô bà, mình check tài liệu với",0
Mày là đồ óc chó clgt,1
Mày là đồ rác rưởi đm,1
Em đăng bài khu C5 ạ,0
Lũ vô học clgt,1
Bớt sủa lại đi cái thứ đần vl,1
Thằng lừa đảo đm???,1
Mình hẹn lịch Lab vào tối thứ 5,0
clgt !,1
"Hello mày, em làm môn học ạ",0
Thằng rác rưởi đm nhé,1
"Hi ông, con nộp java nha",0
"Chào mn, mình nộp code vui vẻ",0
Nhóm mình đăng bài thư viện ML.NET,0
Bà là đồ rác rưởi đm,1
Bà là đồ đần đm,1
"Mọi người ơi bạn, cháu hỏi thi nha",0
Mày vô học vcl ạ,1
Thằng kia là đồ đần chó đẻ,1
Đồ rác rưởi thế nhỉ!,1
dkm bạn điên,1
Hi nha,0
"Cả nhà ơi mày, cháu hỏi deadline vui vẻ",0
Cả nhà ơi cả nhà,0
"Cả nhà ơi mày, cháu chạy thi với",0
"Chào thằng kia, em sửa web cảm ơn",0
Thằng kia là đồ phế vật chó đẻ,1
"Chào bạn, con check bài tập không?",0
Con làm ăn như hạch vcl...,1
đm ??,1
Hôm nay mình thấy buồn ghê,0
"Hi mn, mình lag bug nha",0
đ.m anh em phế vật,1
Đồ làm ăn như hạch thế nhỉ???,1
"Chào bạn, con hỏi môn học nha",0
Mình chia sẻ khu C5???,0
Lũ làm ăn như hạch nghỉ học đi...,1
Bớt sủa lại đi cái thứ lừa đảo đmm,1
Con óc chó biến đi nhé,1
"Chào con kia, anh nộp đồ án vui vẻ",0
Thằng làm ăn như hạch nghỉ học đi nhé,1
"Ê anh em, con check python vui vẻ",0
Mn là đồ khùng vcl,1
Con kia là đồ óc chó clgt,1
Bạn tìm phòng ở khu C5 ạ,0
Mình chia sẻ môn .NET ạ,0
vclll mày ngu,1
"Hế lô bà, em xin web giúp mình",0
Em đăng bài Lab vào tối thứ 5!,0
Hôm nay em thấy vui quá,0
"Làm ăn như đéo, đồ lừa đảo",1
r4c con kia rác rưởi,1
Thầy chia sẻ phòng trọ Thái Nguyên nhé,0
Bà là đồ khùng chó đẻ,1
"Mọi người ơi bà, chị chạy web nhé",0
"Hi con kia, chị check code vui vẻ",0
Em hẹn lịch Lab vào tối thứ 5...,0
"Hello bạn, anh check lab với",0
Lũ ngu nghỉ học đi!,1
Bạn hẹn lịch môn .NET ạ,0
Bạn tìm phòng ở Lab vào tối thứ 5 ạ,0
"Mọi người ơi anh em, cháu sửa bug không?",0
Hôm nay tớ thấy chán quá,0
"Hello ông, chị chạy bug với",0
Mày là đồ ngu clgt,1
Mày óc chó đm!,1
Con rác rưởi thế nhỉ ạ,1
Mày óc chó clgt nhé,1
Mày làm ăn như hạch biến đi!,1
Em tìm phòng ở khu C5!,0
Con kia là đồ lừa đảo vl,1
Mn là đồ lừa đảo đb,1
"Ê ông, cháu chậm đồ án cảm ơn",0
Mày là đồ ngu mẹ mày,1
vclll ông lừa đảo,1
"Chào anh em, tớ lag thi vui vẻ",0
"Hello mn, anh lỗi bài tập với",0
đm đ.m,1
Hôm nay tớ thấy buồn thật sự,0
"Hello con kia, con hỏi đồ án với",0
Hôm nay con thấy buồn ghê,0
"Hế lô mày, em chậm tài liệu nha",0
dkm con kia rác rưởi,1
óc chó à,1
"Xin chào ông, anh chậm web không?",0
Hôm nay anh thấy vui vcl (vui cực luôn),0
Con vô học nghỉ học đi nhé,1
"Mọi người ơi anh em, con nộp thi nhé",0
Con vô học thế nhỉ...,1
đ.m mn phế vật,1
Thầy chia sẻ khu C5 nhé,0
Hôm nay con thấy vui thật sự,0
Thằng lừa đảo clgt???,1
đ km bạn điên,1
vclll mn vô học,1
"Chào ông, mình xem bài tập cảm ơn",0
Vô học nó vừa vừa thôi chứ clgt,1
Bà là đồ điên đmm,1
"Nhìn cái mặt là thấy phế vật rồi, biến đi",1
Mày làm ăn như hạch vcl!,1
Mày là đồ khùng đb,1
Đồ vô học rác rưởi của xã hội,1
Hôm nay cháu thấy buồn quá,0
đ km ông đần,1
đ.m bạn khùng,1
"Hế lô mày, mình lag bài tập không?",0
"Chào bạn, mình sửa python nhé",0
Hôm nay chị thấy buồn ngủ quá,0
Thầy đăng bài môn .NET...,0
"Hế lô ông, con nộp kiểm tra giúp mình",0
đmm v_l,1
Hôm nay mình thấy đói ghê,0
Đồ làm ăn như hạch clgt!,1
Mọi người cho hỏi về khu C5!,0
Em cho hỏi về môn .NET ạ,0
đ.m anh em óc chó,1
Bớt sủa lại đi cái thứ điên cứt,1
đmm,1
Mày tưởng mày giỏi lắm à cái loại dốt,1
"Mọi người ơi bà, tớ xin môn học thế nào",0
Lũ vô học biến đi,1
o'c cho' con kia vô học,1
Mày óc chó nghỉ học đi ạ,1
Đồ ngu clgt???,1
"Mọi người ơi bà, cháu sửa code thế nào",0
Mày vô học nghỉ học đi,1
Anh em là đồ điên đmm,1
Em cho hỏi về phòng trọ Thái Nguyên nhé,0
Em đăng bài khu C5!,0
Mày là đồ đần đm,1
Bà là đồ lừa đảo chó đẻ,1
đ km thằng kia dốt,1
n.g.u mày khùng,1
Anh em là đồ rác rưởi đb,1
Thằng kia là đồ óc chó vl,1
"Mọi người ơi mn, cháu nộp sql không?",0
Đồ vô học clgt nhé,1
"Hello bà, con check server nha",0
Bạn là đồ vô học đmm,1
"Hi con kia, cháu lỗi server ạ",0
Lũ lừa đảo đm???,1
Hôm nay mình thấy hết tiền quá,0
Ông là đồ phế vật đm,1
dkm bạn ngu,1
Con kia là đồ vô học đéo,1
đ.m anh em dốt,1
Hôm nay tớ thấy vui vcl (vui cực luôn),0
"Hello ông, mình lỗi sql vui vẻ",0
đb o'c cho',1
Em hẹn lịch môn .NET,0
Ông là đồ dốt đéo,1
"Cả nhà ơi anh em, chị chạy bài tập nhé",0
r4c con kia dốt,1
Con vô học nghỉ học đi???,1
Thằng óc chó nghỉ học đi???,1
Bạn tìm phòng ở Lab vào tối thứ 5,0
"Xin chào thằng kia, em xem code giúp mình",0
Em giúp em sửa lỗi Lab vào tối thứ 5...,0
"Xin chào mn, chị sửa kiểm tra không?",0
chó đẻ ...,1
"Hế lô ông, tớ chạy bài tập vui vẻ",0
Mày làm ăn như hạch vcl???,1
Mọi người đăng bài khu C5???,0
Mọi người tìm phòng ở phòng trọ Thái Nguyên...,0
n.g.u mn ngu,1
Mn là đồ rác rưởi mẹ mày,1
Con kia là đồ khùng mẹ mày,1
Con kia là đồ lừa đảo clgt,1
"Chào bạn, con nộp tài liệu nhé",0
Mọi người giúp em sửa lỗi khu C5 ạ,0
Bà là đồ vô học vl,1
Em cho hỏi về đồ án C#???,0
Hôm nay anh thấy buồn thật sự,0
Đồ làm ăn như hạch biến đi ạ,1
đ km mn điên,1
Bạn là đồ vô học đéo,1
Thằng làm ăn như hạch vcl nhé,1
Con làm ăn như hạch nghỉ học đi!,1
đ km bà khùng,1
n.g.u con kia điên,1
Con lừa đảo clgt!,1
Em cho hỏi về thư viện ML.NET???,0
Em tìm phòng ở đồ án C#,0
Anh em là đồ lừa đảo vl,1
v_l bạn điên,1
Nhóm mình đăng bài Lab vào tối thứ 5 ạ,0
Thằng óc chó thế nhỉ nhé,1
Mày óc chó nghỉ học đi!,1
Mọi người hẹn lịch thư viện ML.NET ạ,0
"Chào bạn, tớ nộp bài tập cảm ơn",0
"Hello thằng kia, tớ check bài tập nhé",0
Đồ rác rưởi biến đi...,1
đ km bà ngu,1
"Chào bạn, anh làm bài tập với",0
Con kia là đồ rác rưởi clgt,1
đmm đ.m,1
Đồ làm ăn như hạch thế nhỉ ạ,1
vclll bạn điên,1
Bạn là đồ đần clgt,1
đ.m bạn lừa đảo,1
đmm đ km,1
Hôm nay con thấy vui vcl (vui cực luôn),0
Mọi người cho hỏi về Lab vào tối thứ 5 ạ,0
"Chào thằng kia, cháu check sql nha",0
Con óc chó thế nhỉ nhé,1
Lũ ngu vcl!,1
Nhóm mình tìm phòng ở thư viện ML.NET!,0
Mày óc chó clgt...,1
Thằng rác rưởi clgt,1
Hôm nay anh thấy hết tiền quá,0
đéo v_l,1
Thầy cho hỏi về khu C5???,0
"Mọi người ơi bà, em sửa tài liệu cảm ơn",0
Mày rác rưởi biến đi...,1
clgt ...,1
"Hế lô thằng kia, tớ chạy deadline với",0
Bạn là đồ dốt đéo,1
cứt ...,1
Nhóm mình chia sẻ môn .NET nhé,0
Thầy tìm phòng ở đồ án C#...,0
Đồ óc chó clgt nhé,1
Đồ vô học đm ạ,1
Thằng kia là đồ ngu vcl,1
Lũ làm ăn như hạch đm nhé,1
Em giúp em sửa lỗi đồ án C# nhé,0
Em đăng bài đồ án C#???,0
"Làm ăn như mẹ mày, đồ đần",1
Em cho hỏi về thư viện ML.NET!,0
"Ê mn, cháu lag bug nhé",0
"Hế lô mày, anh chạy môn học với",0
Hôm nay anh thấy mệt quá,0
Thằng làm ăn như hạch đm nhé,1
đb !,1
Mày là đồ lừa đảo đéo,1
Thằng ngu đm!,1
"Xin chào mn, em xem lab với",0
Hôm nay chị thấy mệt ghê,0
Con kia là đồ điên mẹ mày,1
Mn là đồ óc chó clgt,1
"Hi anh em, anh làm môn học ạ",0
Đập tan cái nóng mùa hè,0
"Hế lô bà, chị chạy môn học thế nào",0
n.g.u bạn điên,1
Hôm nay cháu thấy mệt thật sự,0
"Hế lô con kia, tớ check java không?",0
Anh em là đồ lừa đảo đéo,1
Con kia là đồ ngu vl,1
"Hello ông, cháu hỏi tài liệu vui vẻ",0
n.g.u anh em phế vật,1
Mày lừa đảo nghỉ học đi...,1
"Hello thằng kia, em hỏi đồ án cảm ơn",0
Nhóm mình hẹn lịch môn .NET???,0
o'c cho' mn khùng,1
"Xin chào mày, anh check server với",0
Hôm nay mình thấy chán ghê,0
Bà là đồ dốt vcl,1
Thằng kia là đồ vô học vcl,1
Bớt sủa lại đi cái thứ ngu cứt,1
Thầy giúp em sửa lỗi khu C5...,0
r4c mn vô học,1
"Chào mày, anh chậm python ạ",0
Mọi người giúp em sửa lỗi thư viện ML.NET,0
"Hế lô con kia, cháu chạy code giúp mình",0
Mình giúp em sửa lỗi thư viện ML.NET ạ,0
Anh em là đồ phế vật đb,1
Em tìm phòng ở khu C5,0
Mày lừa đảo clgt...,1
v_l anh em đần,1
Mày là đồ phế vật cứt,1
"Mọi người ơi ông, anh chậm web thế nào",0
Hế lô nhé,0
Bớt sủa lại đi cái thứ rác rưởi vl,1
đ km thằng kia ngu,1
"Hello con kia, em sửa java cảm ơn",0
"Hế lô mày, em check deadline giúp mình",0
Mình hẹn lịch khu C5 ạ,0
vclll con kia óc chó,1
Lũ làm ăn như hạch thế nhỉ nhé,1
"Hi con kia, chị chậm môn học cảm ơn",0
Lũ làm ăn như hạch biến đi ạ,1
Hôm nay cháu thấy đói quá,0
Thằng kia là đồ điên vl,1
"Cả nhà ơi bạn, cháu check thi giúp mình",0
Thầy hẹn lịch thư viện ML.NET...,0
"Chào bạn, mình xin deadline nha",0
Bạn đăng bài thư viện ML.NET???,0
"Hi ông, cháu lag sql nha",0
vclll bạn vô học,1
đm !,1
Thằng ngu nghỉ học đi,1
Anh em là đồ khùng đéo,1
Hi cả nhà,0
Lũ óc chó nghỉ học đi???,1
Mn là đồ dốt vcl,1
"Mọi người ơi bạn, con chậm server cảm ơn",0
vclll mày điên,1
Ông là đồ ngu mẹ mày,1
"Làm ăn như chó đẻ, đồ khùng",1
Mọi người tìm phòng ở thư viện ML.NET!,0
Mình chia sẻ thư viện ML.NET...,0
"Xin chào ông, anh nộp thi với",0
"Xin chào bạn, anh lag web nha",0
"Hello mày, cháu làm bài tập nha",0
đb v_l,1
Bạn cho hỏi về thư viện ML.NET ạ,0
Em tìm phòng ở môn .NET!,0
Hôm nay con thấy hết tiền vcl (vui cực luôn),0
"Hi con kia, con sửa đồ án nha",0
dkm mn lừa đảo,1
Hôm nay cháu thấy vui vcl (vui cực luôn),0
Vô học nó vừa vừa thôi chứ đb,1
dkm anh em vô học,1
Anh em là đồ dốt chó đẻ,1
Thằng kia là đồ đần cứt,1
Bớt sủa lại đi cái thứ điên vl,1
Ông là đồ vô học clgt,1
Đồ lừa đảo đm ạ,1
"Hello mn, mình xin deadline ạ",0
"Ê con kia, con xem lab không?",0
Ông là đồ lừa đảo mẹ mày,1
Thằng rác rưởi vcl!,1
Lũ rác rưởi đm ạ,1
Lũ vô học đm ạ,1
Mày là đồ khùng mẹ mày,1
Hôm nay cháu thấy buồn ngủ quá,0
Bớt sủa lại đi cái thứ vô học đéo,1
đb r4c,1
Thầy tìm phòng ở khu C5???,0
Bà là đồ khùng mẹ mày,1
Lũ vô học đm...,1
Mày là đồ ngu cứt,1
Ông là đồ đần cứt,1
v_l ông phế vật,1
"Hế lô thằng kia, mình lag sql thế nào",0
Hôm nay mình thấy đói quá,0
Anh em là đồ điên cứt,1
Anh em là đồ điên đm,1
n.g.u thằng kia rác rưởi,1
đ km thằng kia đần,1
Con làm ăn như hạch nghỉ học đi...,1
Hôm nay em thấy chán ghê,0
"Hế lô bà, em nộp lab vui vẻ",0
Con rác rưởi nghỉ học đi???,1
Hôm nay con thấy chán vcl (vui cực luôn),0
mẹ mày v c l,1
v_l anh em dốt,1
"Hế lô anh em, cháu xem kiểm tra cảm ơn",0
Lũ làm ăn như hạch đm???,1
"Chào bạn, anh làm bug ạ",0
Em chia sẻ khu C5,0
Bà là đồ ngu vcl,1
Anh em là đồ vô học cứt,1
"Chào thằng kia, con lỗi bug ạ",0
Đồ làm ăn như hạch vcl ạ,1
"Hello bà, anh chậm deadline vui vẻ",0
Thầy đăng bài Lab vào tối thứ 5...,0
Bạn là đồ óc chó vl,1
"Mọi người ơi ông, cháu chạy kiểm tra nhé",0
"Ê ông, mình hỏi sql ạ",0
"Hế lô anh em, mình lag deadline nhé",0
Lũ ngu vcl nhé,1
Em giúp em sửa lỗi đồ án C# ạ,0
clgt ,1
"Xin chào con kia, em lag đồ án nha",0
clgt v_l,1
Đồ rác rưởi vcl nhé,1
"Mọi người ơi mn, tớ lỗi đồ án nha",0
Vô học nó vừa vừa thôi chứ chó đẻ,1
Mn là đồ vô học đéo,1
"Hế lô thằng kia, con làm python ạ",0
vclll bạn phế vật,1
Ông là đồ đần đm,1
Hôm nay tớ thấy buồn ghê,0
Hôm nay em thấy chán vcl (vui cực luôn),0
Thằng vô học đm!,1
mẹ mày đ km,1
Em tìm phòng ở Lab vào tối thứ 5 nhé,0
Mọi người hẹn lịch phòng trọ Thái Nguyên???,0
"Hế lô anh em, anh hỏi java cảm ơn",0
"Mọi người ơi con kia, cháu check lab vui vẻ",0
Con kia là đồ dốt đéo,1
Bà là đồ dốt chó đẻ,1
Con kia là đồ rác rưởi đb,1
Bà là đồ ngu cứt,1
Đồ vô học clgt ạ,1
n.g.u thằng kia vô học,1
"Ê mày, em chạy java thế nào",0
Mn là đồ khùng cứt,1
"Hello bà, tớ sửa web với",0
Con kia là đồ phế vật đmm,1
Mày là đồ đần đb,1
"Hello bạn, con chậm web với",0
"Cả nhà ơi bà, tớ nộp lab ạ",0
Bạn là đồ óc chó đéo,1
"Mọi người ơi bạn, chị chạy thi không?",0
"Xin chào ông, cháu sửa server nha",0
"Xin chào thằng kia, em lag bug ạ",0
r4c anh em rác rưởi,1
Nhóm mình hẹn lịch khu C5 ạ,0
Mọi người cho hỏi về môn .NET,0
"Hello con kia, tớ lag bug vui vẻ",0
Đồ vô học đm...,1
Con lừa đảo đm...,1
Con vô học biến đi...,1
Con óc chó vcl???,1
Vô học nó vừa vừa thôi chứ vcl,1
Vô học nó vừa vừa thôi chứ cứt,1
Hôm nay mình thấy chán vcl (vui cực luôn),0
xin chào,0
Mọi người giúp em sửa lỗi môn .NET???,0
dkm mn khùng,1
Thầy hẹn lịch Lab vào tối thứ 5...,0
"Chào bạn, cháu xem bài tập giúp mình",0
"Cả nhà ơi ông, anh lỗi python vui vẻ",0
Bạn đăng bài môn .NET ạ,0
Bạn giúp em sửa lỗi đồ án C#!,0
Bạn chia sẻ thư viện ML.NET...,0
Mọi người đăng bài môn .NET...,0
o'c cho' bạn rác rưởi,1
Bạn tìm phòng ở thư viện ML.NET...,0
Đồ khùng rác rưởi của xã hội,1
Con ngu vcl nhé,1
"Hi mày, chị nộp java nha",0
"Mọi người ơi thằng kia, tớ sửa bug thế nào",0
"Cả nhà ơi bạn, tớ chạy môn học nhé",0
đb vclll,1
"Làm ăn như đm, đồ vô học",1
đ km con kia điên,1
Mày óc chó đm ạ,1
Lũ vô học đm,1
mẹ mày vclll,1
"Mọi người ơi anh em, cháu chậm môn học giúp mình",0
Mn là đồ rác rưởi clgt,1
Nhóm mình cho hỏi về phòng trọ Thái Nguyên???,0
Mọi người ơi cả nhà,0
"Xin chào mn, tớ check đồ án không?",0
Con kia là đồ dốt vcl,1
làm ăn như cái đb,1
"Hello con kia, mình xin lab nha",0
Thầy hẹn lịch đồ án C#...,0
Bà là đồ rác rưởi vcl,1
"Chào mày, con chạy code nhé",0
Bớt sủa lại đi cái thứ rác rưởi đéo,1
vclll mn ngu,1
Bạn tìm phòng ở khu C5,0
clgt dkm,1
Lũ rác rưởi clgt...,1
"Hế lô anh em, con lag đồ án với",0
"Hello anh em, mình check sql cảm ơn",0
"Cả nhà ơi mn, em chạy server nha",0
Hôm nay con thấy mệt vcl (vui cực luôn),0
"Hi con kia, con check bug cảm ơn",0
"Mọi người ơi mày, tớ xem server thế nào",0
Đồ óc chó clgt,1
Mình giúp em sửa lỗi môn .NET,0
Anh em là đồ ngu clgt,1
Hôm nay anh thấy mệt vcl (vui cực luôn),0
"Hế lô ông, anh lỗi kiểm tra nhé",0
Mọi người chia sẻ môn .NET???,0
Mày là đồ lừa đảo đb,1
Hôm nay con thấy mệt ghê,0
Hôm nay em thấy hết tiền vcl (vui cực luôn),0
Nhóm mình chia sẻ đồ án C#???,0
"Mọi người ơi bạn, cháu lag server vui vẻ",0
vclll ông óc chó,1
Bạn giúp em sửa lỗi Lab vào tối thứ 5 ạ,0
Em hẹn lịch đồ án C#!,0
Đồ lừa đảo vcl,1
Bạn đăng bài thư viện ML.NET,0
đ.m anh em ngu,1
Mọi người giúp em sửa lỗi thư viện ML.NET...,0
Con óc chó nghỉ học đi!,1
Lũ lừa đảo vcl ạ,1
"Nhìn cái mặt là thấy ngu rồi, biến đi",1
Bà là đồ óc chó cứt,1
Xin chào cả nhà,0
Hôm nay em thấy buồn ngủ thật sự,0
cứt vclll,1
Thầy đăng bài môn .NET ạ,0
Hôm nay em thấy hết tiền quá,0
Hôm nay tớ thấy chán thật sự,0
Con kia là đồ khùng đmm,1
đ km thằng kia điên,1
"Hi ông, cháu xin web nhé",0
Mọi người hẹn lịch môn .NET nhé,0
"Ê mn, tớ nộp web với",0
Hôm nay cháu thấy mệt vcl (vui cực luôn),0
v_l bạn rác rưởi,1
Mn là đồ vô học clgt,1
"Cả nhà ơi thằng kia, mình nộp deadline nha",0
Anh em là đồ dốt mẹ mày,1
Lũ làm ăn như hạch clgt!,1
"Ê mn, chị nộp java giúp mình",0
Con kia là đồ điên cứt,1
Bà là đồ khùng clgt,1
"Hế lô bà, tớ xem web vui vẻ",0
Bà là đồ óc chó vcl,1
Thầy tìm phòng ở Lab vào tối thứ 5 nhé,0
"Hello con kia, anh hỏi java ạ",0
Nhóm mình cho hỏi về phòng trọ Thái Nguyên nhé,0
dkm ông vô học,1
Hôm nay chị thấy hết tiền ghê,0
Mình hẹn lịch khu C5???,0
Mày là đồ rác rưởi đmm,1
Thầy tìm phòng ở phòng trọ Thái Nguyên???,0
"Cả nhà ơi con kia, mình sửa đồ án nhé",0
Mày là đồ khùng đéo,1
Bạn là đồ vô học vcl,1
r4c ông rác rưởi,1
"Mọi người ơi ông, cháu hỏi kiểm tra nhé",0
vclll bà ngu,1
v_l anh em ngu,1
Con kia là đồ óc chó mẹ mày,1
"Hello con kia, anh nộp python không?",0
Anh em là đồ ngu đmm,1
Thằng làm ăn như hạch đm...,1
Mọi người hẹn lịch khu C5!,0
v_l thằng kia điên,1
Ông là đồ lừa đảo đmm,1
Em giúp em sửa lỗi đồ án C#,0
"Làm ăn như vcl, đồ ngu",1
Bạn là đồ ngu cứt,1
Thằng kia là đồ dốt clgt,1
"Mọi người ơi bạn, anh hỏi lab với",0
Bà là đồ vô học đéo,1
"Hi bà, con hỏi lab với",0
"Hế lô con kia, chị lag đồ án nhé",0
Lũ óc chó clgt???,1
Bạn chia sẻ đồ án C#...,0
Thằng kia là đồ vô học chó đẻ,1
Anh em là đồ rác rưởi clgt,1
"Hello mày, con nộp sql với",0
o'c cho' anh em khùng,1
"Hế lô mày, cháu xin môn học nhé",0
Ông là đồ rác rưởi vcl,1
Em cho hỏi về môn .NET nhé,0
Bạn đăng bài khu C5...,0
Con kia là đồ điên vl,1
Mày là đồ phế vật clgt,1
đm o'c cho',1
đéo !,1
Hôm nay chị thấy chán vcl (vui cực luôn),0
Lũ vô học vcl...,1
"Chào bà, mình nộp thi giúp mình",0
"Ê ông, mình sửa server với",0
"Hi anh em, tớ lỗi code nha",0
Nhóm mình giúp em sửa lỗi đồ án C# ạ,0
Thầy giúp em sửa lỗi phòng trọ Thái Nguyên,0
Bà là đồ dốt mẹ mày,1
"Ê anh em, chị làm sql nha",0
đ km con kia lừa đảo,1
Con lừa đảo thế nhỉ nhé,1
Mn là đồ rác rưởi cứt,1
Bắt chó đi dạo,0
"Chào mày, cháu lỗi lab cảm ơn",0
Mình tìm phòng ở đồ án C# ạ,0
Thằng kia là đồ óc chó clgt,1
Thằng kia là đồ đần mẹ mày,1
Hôm nay anh thấy chán vcl (vui cực luôn),0
Lũ rác rưởi clgt!,1
Lũ rác rưởi vcl nhé,1
đéo ??,1
"Hi thằng kia, mình lag java ạ",0
Mày ngu thế nhỉ ạ,1
"Chào bà, chị lỗi deadline ạ",0
đb ,1
"Ê con kia, tớ chạy đồ án nhé",0
Hôm nay em thấy buồn ngủ quá,0
"Hello mày, cháu sửa python không?",0
mẹ mày ...,1
"Hế lô mày, em lag tài liệu thế nào",0
Thằng kia là đồ điên vcl,1
Lũ vô học vcl nhé,1
Hôm nay anh thấy buồn vcl (vui cực luôn),0
Thằng kia là đồ dốt vl,1
Mn là đồ điên cứt,1
Anh em là đồ đần đb,1
"Hello con kia, tớ làm web ạ",0
Lũ óc chó nghỉ học đi...,1
"Hi mn, chị lag môn học giúp mình",0
Em hẹn lịch thư viện ML.NET!,0
Con rác rưởi biến đi,1
Thằng kia là đồ đần đb,1
Ông là đồ óc chó mẹ mày,1
Lũ rác rưởi biến đi!,1
"Ê mn, cháu sửa lab thế nào",0
"Mọi người ơi bạn, cháu chạy kiểm tra nhé",0
n.g.u con kia vô học,1
"Cả nhà ơi con kia, cháu hỏi deadline ạ",0
"Xin chào bạn, em làm web vui vẻ",0
Bạn hẹn lịch môn .NET...,0
Thầy đăng bài phòng trọ Thái Nguyên!,0
Em cho hỏi về Lab vào tối thứ 5???,0
Mày là đồ ngu đmm,1
Hôm nay anh thấy hết tiền thật sự,0
"Xin chào anh em, mình lag môn học vui vẻ",0
Mày vô học nghỉ học đi ạ,1
Mày ngu biến đi!,1
vclll con kia khùng,1
Em tìm phòng ở Lab vào tối thứ 5,0
Lũ rác rưởi vcl ạ,1
"Hello con kia, mình làm java giúp mình",0
vl đ km,1
Em đăng bài thư viện ML.NET???,0
"Hế lô anh em, em chậm môn học với",0
Hôm nay con thấy chán quá,0
v_l thằng kia dốt,1
Cái máy này tã quá,0
Con kia là đồ đần đmm,1
"Hế lô thằng kia, tớ nộp java vui vẻ",0
Hello mn,0
Hôm nay con thấy chán ghê,0
Bà là đồ phế vật cứt,1
Bớt sủa lại đi cái thứ dốt clgt,1
Bớt sủa lại đi cái thứ đần đéo,1
"Hello con kia, anh hỏi kiểm tra không?",0
"Ê bạn, chị hỏi kiểm tra thế nào",0
Thằng kia là đồ lừa đảo cứt,1
Nhóm mình giúp em sửa lỗi phòng trọ Thái Nguyên!,0
Bớt sủa lại đi cái thứ óc chó mẹ mày,1
